<DOC>	<DOC>+BDTAG
<S>	<S>+BSTAG
Duvar	TUR10-0226580
saatine	TUR10-0651590
bakmayı	TUR10-0072340
akıl	TUR10-0884880
ettiğinde	TUR10-0884880
ise	TUR10-1194520
zihni	TUR10-0103700
adamakıllı	TUR10-0007380
bulandı	TUR10-0968460
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Burada	TUR10-0124750
akıl	TUR10-0884900
hocalığı	TUR10-0884900
taslıyorum	TUR10-0884900
ama	TUR10-0031730
ben	TUR10-0092580
böyle	TUR10-0120030
akılsızlıkları	TUR10-0018500
çok	TUR10-1256850
yapıp	TUR10-0834530
birkaç	TUR10-0096000
kere	TUR10-0186930
sorunla	TUR10-0703660
karşılaştım	TUR10-0643060
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Mesut	TUR10-0000660
olmak	TUR10-0000660
için	TUR10-0359030
akıllı	TUR10-0884970
olmak	TUR10-0884970
kifayet	TUR10-0185940
eder	TUR10-0185940
,	TUR10-0820240
baht	TUR10-0071410
,	TUR10-0820240
talih	TUR10-0071410
bunlar	TUR10-0120750
boş	TUR10-0094650
şeydir	TUR10-0729470
!	TUR10-0808050
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ben	TUR10-0092580
kendi	TUR10-0440770
hesabıma	TUR10-0589680
bir	TUR10-0105940
parça	TUR10-0105940
Fransızca	TUR10-0279650
öğrenebilmek	TUR10-0227360
için	TUR10-0359030
akla	TUR10-0885080
karayı	TUR10-0885080
seçtim	TUR10-0885080
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ismarlama	TUR10-0354880
bir	TUR10-0105570
hükümdar	TUR10-0322890
soyu	TUR10-0704490
bulmak	TUR10-0123580
ve	TUR10-0816400
yaratmak	TUR10-0836050
pek	TUR10-0621150
akla	TUR10-0016780
sığacak	TUR10-1183240
bir	TUR10-0108650
yol	TUR10-0108650
görünmüyordu	TUR10-1186210
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Görüyorsunuz	TUR10-0305590
ki	TUR10-0459830
bu	TUR10-0120760
soyadı	TUR10-0925910
konusunda	TUR10-0679150
benim	TUR10-0092580
ağırdan	TUR10-0885160
alışım	TUR10-0885160
,	TUR10-0820240
bir	TUR10-0105570
tembellik	TUR10-0054330
değil	TUR10-0187890
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Dernekler	TUR10-0135490
,	TUR10-0820240
maddedeki	TUR10-0516040
genel	TUR10-0798880
sınırlamalara	TUR10-0161610
aykırı	TUR10-0061930
hareket	TUR10-0328160
edemeyecekleri	TUR10-0258520
gibi	TUR10-0297510
siyasi	TUR10-0632580
amaç	TUR10-0885210
güdemezler	TUR10-0885210
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ulan	TUR10-0798020
Mustafa	TUR10-0000000
,	TUR10-0820240
insanoğlu	TUR10-0932620
ana	TUR10-0885330
rahmine	TUR10-0885330
düşer	TUR10-0885330
de	TUR10-0994850
dokuz	TUR10-0215590
ay	TUR10-0058930
on	TUR10-0587410
gün	TUR10-0314950
sonra	TUR10-0565820
capcanlı	TUR10-0132970
fırlar	TUR10-0271470
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
kadını	TUR10-0086000
zaman	TUR10-0281830
zaman	TUR10-0281830
aptal	TUR10-0041090
yerine	TUR10-0364550
koymam	TUR10-0364550
,	TUR10-0820240
büyük	TUR10-0128850
aptallık	TUR10-0041190
galiba	TUR10-0037900
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bunlar	TUR10-0124640
arasında	TUR10-0041290
birkaç	TUR10-0096000
gazete	TUR10-0285360
ve	TUR10-0816400
dergi	TUR10-0127870
alanları	TUR10-0024100
hesaba	TUR10-0886370
katacak	TUR10-0886370
olursanız	TUR10-0123800
gazete	TUR10-0285360
ve	TUR10-0816400
dergi	TUR10-0127870
okuyucularının	TUR10-0584720
nispeti	TUR10-0735040
daha	TUR10-0995340
da	TUR10-0995340
aşağı	TUR10-0885620
düşer	TUR10-0885620
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
İspanyol	TUR10-0380870
denizcisi	TUR10-0193840
hâlâ	TUR10-0178850
avaz	TUR10-0885730
avaz	TUR10-0885730
bağırıyordu	TUR10-0885730
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Sen	TUR10-0676460
avucunu	TUR10-0885750
yalarsın	TUR10-0885750
!	TUR10-0808050
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
fiyata	TUR10-1028260
verirsem	TUR10-1028260
baş	TUR10-0885840
bulmaz	TUR10-0885840
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Muhasebe	TUR10-0553640
ile	TUR10-0367360
defter	TUR10-0998270
tutma	TUR10-0998270
işlerini	TUR10-0264770
de	TUR10-0178920
üzerine	TUR10-1171720
aldığından	TUR10-1171720
milleti	TUR10-0545590
burnundan	TUR10-0886050
yakalamıştı	TUR10-0886050
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bugünden	TUR10-0886110
tezi	TUR10-0886110
yok	TUR10-0886110
,	TUR10-0820240
şimdi	TUR10-0241000
buradan	TUR10-0124760
çıkıp	TUR10-0880110
oraya	TUR10-0589890
gidiyorum	TUR10-0298980
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
kez	TUR10-0186930
gelen	TUR10-0185910
,	TUR10-0820240
burnu	TUR10-0886290
çenesine	TUR10-0886290
değmiş	TUR10-0886290
bir	TUR10-0105570
acuzeydi	TUR10-0003680
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hele	TUR10-0338200
onu	TUR10-0581470
bir	TUR10-0105570
elime	TUR10-0240850
geçireyim	TUR10-0288530
,	TUR10-0820240
görürsün	TUR10-0305590
,	TUR10-0820240
burnundan	TUR10-0886410
getireceğim	TUR10-0886410
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Madam	TUR10-0515970
,	TUR10-0820240
küçük	TUR10-0499630
bir	TUR10-0105570
çocuk	TUR10-0892320
gibi	TUR10-0892320
burnunu	TUR10-0886440
çekerek	TUR10-0886440
eliyle	TUR10-0815420
içerideki	TUR10-0358420
odayı	TUR10-0582130
gösteriyor	TUR10-0307160
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Tezek	TUR10-0772160
kokusu	TUR10-0467270
burnumun	TUR10-0125800
direğini	TUR10-0125800
kırmış	TUR10-0029600
,	TUR10-0820240
ciğerime	TUR10-0140190
işlemişti	TUR10-0385750
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Nabi	TUR10-0000000
Efendi	TUR10-0098320
,	TUR10-0820240
merdivenleri	TUR10-0951300
yorgun	TUR10-0860090
yorgun	TUR10-0860090
çıkarken	TUR10-0056990
sofada	TUR10-0325660
karısıyla	TUR10-0644350
burun	TUR10-0886570
buruna	TUR10-0886570
geldi	TUR10-0886570
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ne	TUR10-0289550
var	TUR10-0289550
ki	TUR10-0289550
Ateşoğlu	TUR10-0000000
dümendeydi	TUR10-0228980
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Baba	TUR10-0066140
daima	TUR10-0084000
boğazına	TUR10-0111390
kadar	TUR10-0111390
borç	TUR10-0113700
içinde	TUR10-0359160
yaşar	TUR10-0839560
,	TUR10-0820240
müsrif	TUR10-0669440
,	TUR10-0820240
batakçı	TUR10-0084530
bir	TUR10-0105570
memurdu	TUR10-0386890
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Öte	TUR10-0606460
yandan	TUR10-0606460
Osman	TUR10-0000000
da	TUR10-0178920
canı	TUR10-0887010
burnundan	TUR10-0887010
çıkarak	TUR10-0887010
'	TUR10-0759880
karışma	TUR10-0370430
,	TUR10-0820240
hırsını	TUR10-0342200
alsın	TUR10-0029300
,	TUR10-0820240
anne	TUR10-0813510
!	TUR10-0808050
'	TUR10-0759880
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
konularda	TUR10-0679150
yeni	TUR10-0848690
kuşağın	TUR10-0496320
yanında	TUR10-0831780
her	TUR10-0084000
zaman	TUR10-0084000
cahil	TUR10-0887040
kalmaya	TUR10-0887040
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Umumi	TUR10-0798880
kütüphane	TUR10-0464160
,	TUR10-0820240
ilmin	TUR10-0103020
,	TUR10-0820240
edebiyatın	TUR10-0234090
her	TUR10-0339330
şubesine	TUR10-0734060
ait	TUR10-0016590
kitapları	TUR10-0834290
cami	TUR10-0887140
olmak	TUR10-0887140
lazım	TUR10-0293150
gelir	TUR10-0289940
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Herkes	TUR10-0545590
can	TUR10-0131360
derdinde	TUR10-0756190
,	TUR10-0820240
ben	TUR10-0092580
de	TUR10-0178920
Şahin'in	TUR10-0000000
ardına	TUR10-0740240
düşmüşüm	TUR10-0740240
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Fakat	TUR10-0031730
o	TUR10-0581470
,	TUR10-0820240
bu	TUR10-0120760
gece	TUR10-0793130
sahiden	TUR10-0656710
canavar	TUR10-0887340
kesilmiş	TUR10-0887340
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Zeki	TUR10-0872160
bakışı	TUR10-1242890
,	TUR10-0820240
hınzır	TUR10-0111030
nükteleriyle	TUR10-0254420
beni	TUR10-0092580
canevinden	TUR10-0887370
vurmaktan	TUR10-0887370
geri	TUR10-1031140
kalmadı	TUR10-1031140
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Yufka	TUR10-0861740
,	TUR10-0820240
dedim	TUR10-1242470
de	TUR10-0178920
canım	TUR10-0131390
bir	TUR10-0105570
ıspanaklı	TUR10-0355050
börek	TUR10-0355050
çekti	TUR10-0089100
ki	TUR10-0459900
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Şehre	TUR10-0441470
ineceğiz	TUR10-0123610
,	TUR10-0820240
canı	TUR10-0131390
dans	TUR10-0183300
etmek	TUR10-0183300
istiyormuş	TUR10-0048420
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bize	TUR10-0110450
soluk	TUR10-1105180
aldırmaz	TUR10-1105180
,	TUR10-0820240
canımızı	TUR10-0131390
burnumuzdan	TUR10-0118470
getirir	TUR10-0294860
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Üniversiteyi	TUR10-0808010
bitirince	TUR10-0742490
isteğimi	TUR10-0364720
babama	TUR10-0066140
açtım	TUR10-0114910
,	TUR10-0820240
önce	TUR10-0602850
biraz	TUR10-0105940
karşı	TUR10-1063550
çıkar	TUR10-1063550
gibi	TUR10-0221670
oldu	TUR10-0221670
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Dünyayı	TUR10-0229320
bir	TUR10-0105570
tüketim	TUR10-0792320
çılgınlığına	TUR10-0164260
itip	TUR10-0717370
ceplerini	TUR10-0887810
doldurmuşlardı	TUR10-0887810
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Kafamın	TUR10-0397550
çatlaklığı	TUR10-0154040
yüzünden	TUR10-1130440
bir	TUR10-0105570
anda	TUR10-1147380
orasını	TUR10-0589860
zindana	TUR10-0876470
,	TUR10-0820240
cehenneme	TUR10-0887880
çevirdim	TUR10-0887880
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Böyle	TUR10-0120030
sabit	TUR10-1202720
bir	TUR10-0105570
görüş	TUR10-0306660
tarzı	TUR10-0306660
,	TUR10-0820240
fikir	TUR10-0230800
ve	TUR10-0816400
hayali	TUR10-0264250
bir	TUR10-0105570
cendereye	TUR10-0887980
sokmak	TUR10-0887980
demektir	TUR10-0522900
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Avusturyalılara	TUR10-0058830
karşı	TUR10-0472950
Makedonya'da	TUR10-1228210
cephe	TUR10-0888040
açarak	TUR10-0888040
Selanik'e	TUR10-0000000
otuz	TUR10-0595150
bin	TUR10-0104830
asker	TUR10-0160340
çıkardılar	TUR10-0941890
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Padişahlardan	TUR10-0322890
birinin	TUR10-0106990
torunu	TUR10-0783900
çıkageldi	TUR10-0162660
,	TUR10-0820240
yarı	TUR10-0576340
ümmi	TUR10-0807760
bir	TUR10-0105570
adamla	TUR10-0932620
cerre	TUR10-0888120
çıkmıştı	TUR10-0888120
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
O	TUR10-1107930
yüzden	TUR10-1107930
,	TUR10-0820240
seni	TUR10-0676460
ödüllendirmek	TUR10-0561210
için	TUR10-0359030
sorunu	TUR10-0527970
cevapsız	TUR10-0888170
bırakmayacağım	TUR10-0888170
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Onun	TUR10-0581470
kırdığı	TUR10-0029600
cevizler	TUR10-0137570
artık	TUR10-0371210
haddini	TUR10-0898860
aştı	TUR10-0898860
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hırsızlıktan	TUR10-0327190
üç	TUR10-0806010
ay	TUR10-0058930
ceza	TUR10-0888230
çekti	TUR10-0888230
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Yalnız	TUR10-0829390
Efe'den	TUR10-0000000
kimsenin	TUR10-0461310
şikâyeti	TUR10-0727670
yokmuş	TUR10-0858030
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Dal	TUR10-0888520
gibi	TUR10-0888520
bir	TUR10-0105570
vücut	TUR10-0236430
üzerinde	TUR10-0811710
dev	TUR10-1004670
gibi	TUR10-1004670
bir	TUR10-0105570
baş	TUR10-0397540
!	TUR10-0808050
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Efendi	TUR10-0098320
aksi	TUR10-0165740
mi	TUR10-0544040
?	TUR10-0703510
</S>	</S>+ESTAG
<S>	<S>+BSTAG
İlk	TUR10-0369130
geldiğimizde	TUR10-0185910
hava	TUR10-1046290
değiştirmekten	TUR10-1046290
olmalı	TUR10-0585900
,	TUR10-0820240
dalıp	TUR10-0888740
gidiyorduk	TUR10-0888740
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Konya'ya	TUR10-1084590
döndüğüm	TUR10-0058070
vakit	TUR10-0144520
benim	TUR10-0092580
motor	TUR10-0551100
,	TUR10-0820240
dama	TUR10-0189420
Erol	TUR10-0000000
Efendi	TUR10-0098320
,	TUR10-0820240
dedi	TUR10-1242470
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ne	TUR10-0572460
olur	TUR10-0585900
biraz	TUR10-0105940
uslu	TUR10-1156550
otursanız	TUR10-1156550
,	TUR10-0820240
şu	TUR10-0734010
adamların	TUR10-0339670
da	TUR10-0994850
damarına	TUR10-0888850
basmasanız	TUR10-0888850
,	TUR10-0820240
olmaz	TUR10-0405220
mı	TUR10-0558870
?	TUR10-0703510
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Damdan	TUR10-0888910
düşer	TUR10-0888910
gibi	TUR10-0888910
birdenbire	TUR10-0040320
söyleyecek	TUR10-0191150
,	TUR10-0820240
açacak	TUR10-0006570
olursam	TUR10-0184900
itiraz	TUR10-1063550
eder	TUR10-1063550
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Nuri	TUR10-0000000
Usta	TUR10-0800310
,	TUR10-0820240
sanki	TUR10-0663510
çırılçıplakmış	TUR10-0241150
da	TUR10-0994850
derisine	TUR10-0140820
kızgın	TUR10-0458780
demirle	TUR10-0191490
damga	TUR10-0888930
vuruluyormuş	TUR10-0888930
gibi	TUR10-0297510
irkildi	TUR10-0378820
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Fakat	TUR10-0031730
gel	TUR10-0185910
gör	TUR10-0672700
ki	TUR10-0459900
insana	TUR10-0932620
aşüfte	TUR10-0054150
yahut	TUR10-0818910
hırsız	TUR10-1231290
damgasını	TUR10-0888950
vurmak	TUR10-0888950
için	TUR10-0359030
bu	TUR10-0120760
kâfi	TUR10-0583390
değildir	TUR10-0187890
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Acaba	TUR10-0002470
bu	TUR10-0120750
içinde	TUR10-0359140
yaşadığımız	TUR10-0839660
hava	TUR10-0032500
neden	TUR10-0572510
bu	TUR10-0124500
kadar	TUR10-0124500
dar	TUR10-0889010
geliyor	TUR10-0889010
?	TUR10-0703510
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Darağacına	TUR10-0673780
çekilmiş	TUR10-1060940
bir	TUR10-0105570
adam	TUR10-0884380
gibi	TUR10-0884380
göğsüm	TUR10-0301860
,	TUR10-0820240
nefes	TUR10-0573100
borularım	TUR10-0114370
birdenbire	TUR10-0040320
tıkanıverdi	TUR10-0621350
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Danıştay	TUR10-0000000
,	TUR10-0820240
davaları	TUR10-0889170
görmek	TUR10-0889170
.	TUR10-1081860
ve	TUR10-0816400
kanunlarla	TUR10-0411070
gösterilen	TUR10-0306890
diğer	TUR10-0203010
işleri	TUR10-0385770
yapmakla	TUR10-0385770
görevlidir	TUR10-0264770
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hiçbir	TUR10-0343540
mahkeme	TUR10-0518350
görev	TUR10-0264770
ve	TUR10-0816400
yetkisi	TUR10-0012890
içindeki	TUR10-0487570
davaya	TUR10-0889200
bakmaktan	TUR10-0889200
kaçınamaz	TUR10-0156540
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bereket	TUR10-0047370
versin	TUR10-0515000
ki	TUR10-0459840
boksör	TUR10-0862350
,	TUR10-0820240
dayağa	TUR10-0703040
idmanlıydı	TUR10-0039920
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Karyolalar	TUR10-0840640
,	TUR10-0820240
koltuklar	TUR10-0469490
,	TUR10-0820240
kanepelerle	TUR10-0157550
dayayıp	TUR10-0889310
döşemek	TUR10-0889310
lazım	TUR10-0293150
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Vehbi	TUR10-0000000
Dedenin	TUR10-0879500
kendini	TUR10-0440770
dinlediğinin	TUR10-0908790
farkına	TUR10-0073080
varır	TUR10-0073080
varmaz	TUR10-0123610
dili	TUR10-0889380
dolaştı	TUR10-0889380
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120750
bari	TUR10-0077870
doğru	TUR10-0889460
çıksaydı	TUR10-0889460
,	TUR10-0820240
yazarlığıma	TUR10-0553530
geçmişte	TUR10-0288830
bir	TUR10-0105570
ipucu	TUR10-0190620
bulacaktım	TUR10-1242430
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Dokuz	TUR10-0215600
körün	TUR10-0482420
bir	TUR10-0105570
değneği	TUR10-0889550
,	TUR10-0820240
işte	TUR10-0386590
bir	TUR10-0105570
kızımız	TUR10-1231620
var	TUR10-0540500
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Küçük	TUR10-0085870
entrikalar	TUR10-0889620
çevirmek	TUR10-0889620
onları	TUR10-0588290
mutlu	TUR10-0728100
kılıyorsa	TUR10-0728100
ne	TUR10-0572460
yapabilirdim	TUR10-0834560
?	TUR10-0703510
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Dışarıda	TUR10-0201590
bulutsuz	TUR10-0124100
bir	TUR10-0105570
temmuz	TUR10-0589450
göğü	TUR10-0302160
,	TUR10-0820240
öğle	TUR10-0316500
güneşinin	TUR10-0315720
yakıcı	TUR10-0826300
aydınlığıyla	TUR10-0060720
dolup	TUR10-0217190
taşıyordu	TUR10-0750000
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Günahı	TUR10-0315030
boynuna	TUR10-0116990
,	TUR10-0820240
doping	TUR10-0219030
de	TUR10-0994850
yapıyormuş	TUR10-0834560
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Verdiğim	TUR10-0818290
yanıt	TUR10-0831830
doyurucu	TUR10-0889990
gelmemişti	TUR10-0889990
madama	TUR10-1094120
ama	TUR10-0031730
kibarlığını	TUR10-0460000
da	TUR10-0994850
bozmamıştı	TUR10-0117900
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Rıfat	TUR10-0000000
Paşa	TUR10-0618010
gibi	TUR10-0297510
terbiyeli	TUR10-0766780
bir	TUR10-0105570
zat	TUR10-0609450
bile	TUR10-0178920
bin	TUR10-0105370
dereden	TUR10-0195680
su	TUR10-0000030
getirir	TUR10-0294910
,	TUR10-0820240
harp	TUR10-0135870
siyasetimizi	TUR10-0697580
methederdi	TUR10-0940600
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
hesapların	TUR10-0339850
dökümlerini	TUR10-0890220
alıp	TUR10-0890220
sizlere	TUR10-0697920
vereceğim	TUR10-0656890
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Şimdi	TUR10-0241000
dönüp	TUR10-0890290
geriye	TUR10-0890290
baktığımda	TUR10-0890290
ne	TUR10-0572460
görüyorum	TUR10-0672700
?	TUR10-0703510
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Cemil	TUR10-0000000
,	TUR10-0820240
Cemil	TUR10-0000000
!	TUR10-0808050
diye	TUR10-0211490
haykırarak	TUR10-0133220
yağmurun	TUR10-0824030
altında	TUR10-0876570
dört	TUR10-0890330
dönüyordum	TUR10-0890330
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Atı	TUR10-0228820
dörtnala	TUR10-0890390
kaldırdı	TUR10-0890390
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Uslu	TUR10-1156550
otur	TUR10-1156550
yoksa	TUR10-0858360
ufak	TUR10-0796470
bir	TUR10-0105570
münasebetsizliğini	TUR10-0562380
duyarsam	TUR10-0227370
eşek	TUR10-0890470
sudan	TUR10-0890470
gelinceye	TUR10-0890470
kadar	TUR10-0890470
döverim	TUR10-0890470
,	TUR10-0820240
kemiklerin	TUR10-0440060
kırılır	TUR10-0027870
,	TUR10-0820240
anladın	TUR10-0037570
mı	TUR10-0558870
?	TUR10-0703510
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ben	TUR10-0092580
yeniliklere	TUR10-0849320
yabancı	TUR10-0822750
,	TUR10-0820240
eski	TUR10-0253240
moda	TUR10-0548930
,	TUR10-0820240
çağın	TUR10-0890640
gerisinde	TUR10-0890640
kalmış	TUR10-0890640
,	TUR10-0820240
emekli	TUR10-0245350
bir	TUR10-0105570
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bir	TUR10-0105570
arıza	TUR10-0940010
yapsa	TUR10-0940010
araba	TUR10-0520720
çakılıp	TUR10-0890700
kalacağız	TUR10-0890700
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
hoppa	TUR10-0190810
oğlan	TUR10-0458420
,	TUR10-0820240
karısına	TUR10-0644350
ne	TUR10-0572460
diller	TUR10-0890150
dökecek	TUR10-0890150
,	TUR10-0820240
ne	TUR10-0572460
potlar	TUR10-0896480
kıracak	TUR10-0896480
,	TUR10-0820240
ne	TUR10-0572460
çamlar	TUR10-0890790
devirecekti	TUR10-0890790
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Benim	TUR10-0092580
dört	TUR10-0222300
çeşit	TUR10-0141550
insan	TUR10-0932620
karşısında	TUR10-0136320
iflahım	TUR10-0361750
kesilir	TUR10-0444110
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Çarşaf	TUR10-0891030
kadar	TUR10-0891030
bir	TUR10-0105570
kâğıda	TUR10-0398500
künyemi	TUR10-0502550
yazmışlar	TUR10-0845210
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Müdüre	TUR10-0559930
göre	TUR10-0571870
idareci	TUR10-0360700
biraz	TUR10-0105940
çatkın	TUR10-0153380
olacak	TUR10-0584890
yani	TUR10-0831950
oldukça	TUR10-0064910
ağırdan	TUR10-0012230
satacak	TUR10-0668610
kendini	TUR10-0440770
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bir	TUR10-1222130
şeyim	TUR10-1222130
yok	TUR10-0858030
,	TUR10-0820240
asabım	TUR10-0694890
bozuk	TUR10-0118060
diye	TUR10-0211490
cevap	TUR10-0831830
veriyor	TUR10-0656890
,	TUR10-0820240
çehre	TUR10-0891290
ediyordu	TUR10-0891290
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Eğer	TUR10-0725700
üstümde	TUR10-0176380
tabanca	TUR10-0735680
olsa	TUR10-0586030
bir	TUR10-0107030
iki	TUR10-0107030
demez	TUR10-1242470
çekip	TUR10-0891380
vururdum	TUR10-0891380
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Feti	TUR10-0000000
Bey'in	TUR10-0097300
boşu	TUR10-0098000
boşuna	TUR10-0098000
çene	TUR10-0891480
patlatmayacağı	TUR10-0891480
herkesçe	TUR10-1048290
bilinirdi	TUR10-0743870
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Çene	TUR10-0891500
yarıştırmak	TUR10-0891500
gelmiyordu	TUR10-0290530
içimden	TUR10-0358980
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hasta	TUR10-0526210
aksırır	TUR10-0326880
gibi	TUR10-0297510
bir	TUR10-0105580
ses	TUR10-1200160
çıkardı	TUR10-1200160
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Yavrum	TUR10-1180500
gelinim	TUR10-0289600
!	TUR10-0808050
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Çenesinin	TUR10-0891650
bağı	TUR10-0891650
çözülmüştü	TUR10-0891650
,	TUR10-0820240
cıvıldıyor	TUR10-0139120
,	TUR10-0820240
annesinden	TUR10-0813510
,	TUR10-0820240
babasından	TUR10-0066140
söz	TUR10-1140580
açıyordu	TUR10-1140580
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Âşıkın	TUR10-1033880
olmaz	TUR10-1033880
mı	TUR10-0558870
çile	TUR10-0891740
çekmesi	TUR10-0891740
Çilenin	TUR10-0168240
olmaz	TUR10-0585900
mı	TUR10-0558870
boyun	TUR10-0975520
bükmesi	TUR10-0975520
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Küçükken	TUR10-0499630
çıkardığı	TUR10-0162960
çiçek	TUR10-0166260
,	TUR10-0820240
sabanla	TUR10-0652200
tarla	TUR10-0747580
sürer	TUR10-0717460
gibi	TUR10-0297510
çehresinin	TUR10-0713190
